Level,Name,Code,Link,Parent Code
3,夏县,140828,https://www.suchajun.com/richang/xingzhengquhuadaima/140828,140800
3,平陆县,140829,https://www.suchajun.com/richang/xingzhengquhuadaima/140829,140800
3,芮城县,140830,https://www.suchajun.com/richang/xingzhengquhuadaima/140830,140800
3,永济市,140881,https://www.suchajun.com/richang/xingzhengquhuadaima/140881,140800
3,河津市,140882,https://www.suchajun.com/richang/xingzhengquhuadaima/140882,140800
2,忻州市,140900,https://www.suchajun.com/richang/xingzhengquhuadaima/140900,140000
3,忻府区,140902,https://www.suchajun.com/richang/xingzhengquhuadaima/140902,140900
3,定襄县,140921,https://www.suchajun.com/richang/xingzhengquhuadaima/140921,140900
3,五台县,140922,https://www.suchajun.com/richang/xingzhengquhuadaima/140922,140900
3,代县,140923,https://www.suchajun.com/richang/xingzhengquhuadaima/140923,140900
3,繁峙县,140924,https://www.suchajun.com/richang/xingzhengquhuadaima/140924,140900
3,宁武县,140925,https://www.suchajun.com/richang/xingzhengquhuadaima/140925,140900
3,静乐县,140926,https://www.suchajun.com/richang/xingzhengquhuadaima/140926,140900
3,神池县,140927,https://www.suchajun.com/richang/xingzhengquhuadaima/140927,140900
3,五寨县,140928,https://www.suchajun.com/richang/xingzhengquhuadaima/140928,140900
3,岢岚县,140929,https://www.suchajun.com/richang/xingzhengquhuadaima/140929,140900
3,河曲县,140930,https://www.suchajun.com/richang/xingzhengquhuadaima/140930,140900
3,保德县,140931,https://www.suchajun.com/richang/xingzhengquhuadaima/140931,140900
3,偏关县,140932,https://www.suchajun.com/richang/xingzhengquhuadaima/140932,140900
3,原平市,140981,https://www.suchajun.com/richang/xingzhengquhuadaima/140981,140900
2,临汾市,141000,https://www.suchajun.com/richang/xingzhengquhuadaima/141000,140000
3,尧都区,141002,https://www.suchajun.com/richang/xingzhengquhuadaima/141002,141000
3,曲沃县,141021,https://www.suchajun.com/richang/xingzhengquhuadaima/141021,141000
3,翼城县,141022,https://www.suchajun.com/richang/xingzhengquhuadaima/141022,141000
3,襄汾县,141023,https://www.suchajun.com/richang/xingzhengquhuadaima/141023,141000
3,洪洞县,141024,https://www.suchajun.com/richang/xingzhengquhuadaima/141024,141000
3,古县,141025,https://www.suchajun.com/richang/xingzhengquhuadaima/141025,141000
3,安泽县,141026,https://www.suchajun.com/richang/xingzhengquhuadaima/141026,141000
3,浮山县,141027,https://www.suchajun.com/richang/xingzhengquhuadaima/141027,141000
3,吉县,141028,https://www.suchajun.com/richang/xingzhengquhuadaima/141028,141000
3,乡宁县,141029,https://www.suchajun.com/richang/xingzhengquhuadaima/141029,141000
3,大宁县,141030,https://www.suchajun.com/richang/xingzhengquhuadaima/141030,141000
3,隰县,141031,https://www.suchajun.com/richang/xingzhengquhuadaima/141031,141000
3,永和县,141032,https://www.suchajun.com/richang/xingzhengquhuadaima/141032,141000
3,蒲县,141033,https://www.suchajun.com/richang/xingzhengquhuadaima/141033,141000
3,汾西县,141034,https://www.suchajun.com/richang/xingzhengquhuadaima/141034,141000
3,侯马市,141081,https://www.suchajun.com/richang/xingzhengquhuadaima/141081,141000
3,霍州市,141082,https://www.suchajun.com/richang/xingzhengquhuadaima/141082,141000
2,吕梁市,141100,https://www.suchajun.com/richang/xingzhengquhuadaima/141100,140000
3,离石区,141102,https://www.suchajun.com/richang/xingzhengquhuadaima/141102,141100
